Título,Preço Original,Desconto,Disponibilidade,Pré-venda,Link
Vou Me Apaixonar Por Você Mesmo Assim 04,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/vou-me-apaixonar-por-voce-mesmo-assim-04
Delicious In Dungeon 08,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/delicious-in-dungeon-08
Chaos Game 04,"R$ 40,90",Sem desconto,Disponível,Não,https://panini.com.br/chaos-game-04
Choujin X 07,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/choujin-x-07
Orbe: Sobre Os Movimentos Da Terra 05,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/orbe-sobre-os-movimentos-da-terra-05
Bleach Remix Vol. 26,"R$ 64,90",Sem desconto,Disponível,Não,https://panini.com.br/bleach-remix-vol-26
Blue Lock Vol. 24,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/blue-lock-vol-24
Ataque Dos Titãs (2 Em 1) Vol. 10,"R$ 69,90","R$ 52,43",Disponível,Não,https://panini.com.br/ataque-dos-titas-2-em-1-vol-10
O Homem De Gelo E Sua Fria Colega De Trabalho 01,"R$ 37,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/o-homem-de-gelo-e-sua-fria-colega-de-trabalho-01
Hara Hara Sensei - A Professora Bomba-Relógio 01,"R$ 40,90",Sem desconto,Disponível,Não,https://panini.com.br/hara-hara-sensei-a-professora-bomba-relogio-01
A Lança Lendária E O Escudo Impenetrável 02,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/a-lanca-lendaria-e-o-escudo-impenetravel-02
20th Century Boys - Edição Definitiva 02,"R$ 69,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/20th-century-boys-edicao-definitiva-02
After God 02,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/after-god-02
Shangri-la Frontier Vol. 2,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/shangri-la-frontier-vol-2-ashaf002r
Naruto Gold Vol. 19,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-19-amaxr019r3
Naruto Gold Vol. 17,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-17-amaxr017r3
Naruto Gold Vol. 18,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-18-amaxr018r3
Naruto Gold Vol. 16,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-16-amaxr016r3
Naruto Gold Vol. 15,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-15-amaxr015r5
Fire Force Vol. 3,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/fire-force-vol-3-amapa003r2
Fire Force Vol. 2,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/fire-force-vol-2-amapa002r2
Dragon Ball Vol. 20,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-vol-20-amadr020r2
Dragon Ball Vol. 19,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-vol-19-amadr019r2
Slam Dunk Vol. 5,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/slam-dunk-vol-5-amabr005r2
Dragon Ball Vol. 14,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-vol-14-amadr014r2
Dragon Ball Vol. 17,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-vol-17-amadr017r2
Dragon Ball Vol. 18,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-vol-18-amadr018r2
Dragon Ball Vol. 15,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-vol-15-amadr015r2
Slam Dunk Vol. 3,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/slam-dunk-vol-3-amabr003r2
Slam Dunk Vol. 4,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/slam-dunk-vol-4-amabr004r2
Item Title Dragon Ball Vol. 16,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/item-title-dragon-ball-vol-16
Monster Kanzenban Vol. 7,"R$ 99,90","R$ 74,93",Disponível,Não,https://panini.com.br/monster-kanzenban-vol-7-ammok007r2
Monster Kanzenban Vol. 6,"R$ 99,90","R$ 74,93",Disponível,Não,https://panini.com.br/monster-kanzenban-vol-6-ammok006r2
Shangri-la Frontier Vol. 1,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/shangri-la-frontier-vol-1-ashaf001r
Naruto Gold Vol. 12,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-12-amaxr012r6
Demon Slayer - Kimetsu No Yaiba Vol. 15,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/demon-slayer-kimetsu-no-yaiba-vol-15-amkiy015r3
Monster Kanzenban Vol. 5,"R$ 99,90","R$ 74,93",Disponível,Não,https://panini.com.br/monster-kanzenban-vol-5-ammok005r2
Demon Slayer - Kimetsu No Yaiba Vol. 14,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/demon-slayer-kimetsu-no-yaiba-vol-14-amkiy014r3
Demon Slayer - Kimetsu No Yaiba Vol. 13,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/demon-slayer-kimetsu-no-yaiba-vol-13-amkiy013r4
Naruto Gold Vol. 13,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-13-amaxr013r5
Demon Slayer - Kimetsu No Yaiba Vol. 11,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/demon-slayer-kimetsu-no-yaiba-vol-11-amkiy011r4
Naruto Gold Vol. 14,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-14-amaxr014r5
Pokémon Black And White Vol. 5,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/pokemon-black-and-white-vol-5-amaxf005r
Pokémon Black And White Vol. 2,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/pokemon-black-and-white-vol-2-amaxf002r
Pokémon Black And White Vol. 1,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/pokemon-black-and-white-vol-1-amaxf001r
Pokémon Black And White Vol. 4,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/pokemon-black-and-white-vol-4-amaxf004r
Naruto Gold Vol. 11,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/naruto-gold-vol-11-amaxr011r6
Pokémon Black And White Vol. 3,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/pokemon-black-and-white-vol-3-amaxf003r
Noragami Vol. 23,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/noragami-vol-23-amawb023r
Noragami Vol. 21,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/noragami-vol-21-amawb021r
Noragami Vol. 20,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/noragami-vol-20-amawb020r
Noragami Vol. 19,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/noragami-vol-19-amawb019r
Moriarty: O Patriota Vol. 6,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-6-amafa006r
Noragami Vol. 15,"R$ 34,90","R$ 22,69",Disponível,Não,https://panini.com.br/noragami-vol-15-amawb015r2
Moriarty: O Patriota Vol. 5,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-5-amafa005r
Moriarty: O Patriota Vol. 4,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-4-amafa004r2
Seraph Of The End Vol. 5,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/seraph-of-the-end-vol-5-amacu005r2
Seraph Of The End Vol. 3,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/seraph-of-the-end-vol-3-amacu003r2
Chainsaw Man Vol. 10,"R$ 36,90","R$ 27,68",Avise-me,Não,https://panini.com.br/chainsaw-man-vol-10-achai010r3
Seraph Of The End Vol. 1,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/seraph-of-the-end-vol-1-amacu001r2
Seraph Of The End Vol. 2,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/seraph-of-the-end-vol-2
Arakawa Under The Bridge Vol. 5,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/arakawa-under-the-bridge-vol-5-amalt005r3
Ataque Dos Titãs Vol. 2,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/ataque-dos-titas-vol-2-amask002r3
Ataque Dos Titãs Vol. 23,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/ataque-dos-titas-vol-23-amask023r2
Arakawa Under The Bridge Vol. 3,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/arakawa-under-the-bridge-vol-3-amalt003r3
Ataque Dos Titãs Vol. 34,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/ataque-dos-titas-vol-34-amask034r
Arakawa Under The Bridge Vol. 4,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/arakawa-under-the-bridge-vol-4-amalt004r3
Bakemonogatari Vol. 9,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-9-amaey009r
Bakemonogatari Vol. 7,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-7-amaey007r
Bakemonogatari Vol. 8,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-8-amaey008r
Hell's Paradise Vol. 6,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/hells-paradise-vol-6-ahell006r2
Mob Psycho 100 Vol. 2,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/mob-psycho-100-vol-2-amadq002r2
Bakemonogatari Vol. 5,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-5-amaey005r
Bakemonogatari Vol. 3,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-3-amaey003r
Bakemonogatari Vol. 6,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-6-amaey006r
Mob Psycho 100 Vol. 3,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/mob-psycho-100-vol-3-amadq003r2
Bakemonogatari Vol. 4,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-4-amaey004r
Golden Kamuy Vol. 7,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/golden-kamuy-vol-7-amaeo007r
Bakemonogatari Vol. 2,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/bakemonogatari-vol-2-amaey002r
Blue Lock Vol. 5,"R$ 36,90","R$ 25,83",Disponível,Não,https://panini.com.br/blue-lock-vol-5-ablck005r2
Frieren E A Jornada Para O Além Vol. 12 - Edição Especial Com Booklet,"R$ 49,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/frieren-e-a-jornada-para-o-alem-vol-12-edicao-especial-com-booklet
KonoSuba: Abençoado Mundo Maravilhoso! Vol. 1,"R$ 34,90","R$ 24,43",Disponível,Não,https://panini.com.br/konosuba-abencoado-mundo-maravilhoso-vol-1-asubs001r
Demon Slayer - Kimetsu No Yaiba Vol. 9,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/demon-slayer-kimetsu-no-yaiba-vol-9-amkiy009r4
Moriarty: O Patriota Vol. 3,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-3-amafa003r2
Dr. Stone Vol. 9,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/dr-stone-vol-9-amaeg009r
Dr. Stone Vol. 10,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/dr-stone-vol-10-amaeg010r
Moriarty: O Patriota Vol. 1,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-1-amafa001r2
Dr. Stone Vol. 8,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/dr-stone-vol-8-amaeg008r
Dr. Stone Vol. 7,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/dr-stone-vol-7-amaeg007r
Dr. Stone Vol. 6,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/dr-stone-vol-6-amaeg006r
Hanako-Kun E Os Mistérios Do Colégio Kamome Vol. 5,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/hanako-kun-e-os-misterios-do-colegio-kamome-vol-5-ahana005r2
Hanako-Kun E Os Mistérios Do Colégio Kamome Vol. 4,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/hanako-kun-e-os-misterios-do-colegio-kamome-vol-4-ahana004r2
Hell's Paradise Vol. 1,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/hells-paradise-vol-1-ahell001r2
Hanako-Kun E Os Mistérios Do Colégio Kamome Vol. 3,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/hanako-kun-e-os-misterios-do-colegio-kamome-vol-3-ahana003r2
Takagi: A Mestra Das Pegadinhas Vol. 1,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/takagi-a-mestra-das-pegadinhas-vol-1-ataka001r2
Spy X Family Vol. 5,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/spy-x-family-vol-5-aspfa005r3
Spy X Family Vol. 4,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/spy-x-family-vol-4-aspfa004r3
Monster Kanzenban Vol. 4,"R$ 99,90","R$ 74,93",Disponível,Não,https://panini.com.br/monster-kanzenban-vol-4-ammok004r2
Monster Kanzenban Vol. 2,"R$ 99,90","R$ 74,93",Disponível,Não,https://panini.com.br/monster-kanzenban-vol-2-ammok002r4
Spy X Family Vol. 1,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/spy-x-family-vol-1-aspfa001r5
Monster Kanzenban Vol. 3,"R$ 99,90","R$ 74,93",Disponível,Não,https://panini.com.br/monster-kanzenban-vol-3-ammok003r3
The Promised Neverland Vol. 1,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/the-promised-neverland-vol-1-amapf001r4
Noragami Vol. 27,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/noragami-vol-27
Box Ajin 1-17,"R$ 589,90","R$ 442,43",Disponível,Não,https://panini.com.br/box-ajin-1-17
Wind Breaker 13,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/wind-breaker-13
Namorada De Aluguel Vol. 35,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/namorada-de-aluguel-vol-35
Takagi: A Mestra Das Pegadinhas Vol. 20,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/takagi-a-mestra-das-pegadinhas-vol-20
Mushoku Tensei: Uma Segunda Chance Vol. 6 - Retorno,"R$ 49,90",Sem desconto,Disponível,Não,https://panini.com.br/mushoku-tensei-uma-segunda-chance-vol-6-retorno
Shangri-la Frontier Vol. 15,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/shangri-la-frontier-vol-15
Rooster Fighter - O Galo Lutador Vol. 7,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/rooster-fighter-o-galo-lutador-vol-7
Ragna Crimson 06,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/ragna-crimson-06
"Não Mexa Comigo, Nagatoro 03","R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/nao-mexa-comigo-nagatoro-03
Oshi No Ko - Minha Estrela Preferida 10,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/oshi-no-ko-minha-estrela-preferida-10
Mushoku Tensei: Uma Segunda Chance Vol. 20,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/mushoku-tensei-uma-segunda-chance-vol-20
Ataque Dos Titãs (2 Em 1) Vol. 09,"R$ 69,90","R$ 52,43",Disponível,Não,https://panini.com.br/ataque-dos-titas-2-em-1-vol-09
Canções Da Noite Vol. 16,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/cancoes-da-noite-vol-16
One Piece 3 Em 1 Vol. 27,"R$ 84,90","R$ 63,68",Disponível,Não,https://panini.com.br/one-piece-3-em-1-vol-27
Frieren E A Jornada Para O Além Vol. 12,"R$ 39,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/frieren-e-a-jornada-para-o-alem-vol-12
Jojo´s Bizarre Adventure 46 (Parte 6: Stone Ocean Vol. 07),"R$ 49,90","R$ 37,43",Disponível,Não,https://panini.com.br/jojos-bizarre-adventure-46-parte-6-stone-ocean-vol-07
Solo Leveling Novel 04,"R$ 69,90",Sem desconto,Disponível,Não,https://panini.com.br/solo-leveling-novel-04
Mieruko-Chan Vol. 10,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/mieruko-chan-vol-10
Mononogatari: Espíritos Possessores 15,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/mononogatari-espiritos-possessores-15
Mob Psycho 100 (2 Em 1) Vol. 6,"R$ 49,90","R$ 37,43",Disponível,Não,https://panini.com.br/mob-psycho-100-2-em-1-vol-6
Mao Vol. 18,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/mao-vol-18
Mashle: Magia E Músculos Vol. 15,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/mashle-magia-e-musculos-vol-15
Marriage Toxin 02,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/marriage-toxin-02
One Piece Vol. 108,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/one-piece-vol-108
Atelier Of Witch Hat Vol. 13,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/atelier-of-witch-hat-vol-13
Demon Slayer: Academia 01,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/demon-slayer-academia-01
Magilumiere: Companhia Das Garotas Mágicas 05,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/magilumiere-companhia-das-garotas-magicas-05
Erros Divinos 04,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/erros-divinos-04
Hanako-Kun: Depois Da Escola 02,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/hanako-kun-depois-da-escola-02
Komi Não Consegue Se Comunicar Vol. 29,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/komi-nao-consegue-se-comunicar-vol-29
Hirayasumi - Uma Pausa Relaxante Em Uma Casa Térrea 01,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/hirayasumi-uma-pausa-relaxante-em-uma-casa-terrea-01
Kusuriya No Hitorigoto - Diários De Uma Apotecária 07,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/kusuriya-no-hitorigoto-diarios-de-uma-apotecaria-07
Os Dias De Folga Do Vilão 03,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/os-dias-de-folga-do-vilao-03
Gokushufudou - Tatsu Imortal 13,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/gokushufudou-tatsu-imortal-13
Gokurakugai 01,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/gokurakugai-01
Gachiakuta 05,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/gachiakuta-05
The Elusive Samurai 10,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/the-elusive-samurai-10
Vou Me Apaixonar Por Você Mesmo Assim 03,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/vou-me-apaixonar-por-voce-mesmo-assim-03
Delicious In Dungeon 07,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/delicious-in-dungeon-07
Dark Souls: Redemption 01,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/dark-souls-redemption-01
20th Century Boys - Edição Definitiva 01,"R$ 69,90",Sem desconto,Disponível,Não,https://panini.com.br/20th-century-boys-edicao-definitiva-01
Orbe: Sobre Os Movimentos Da Terra 04,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/orbe-sobre-os-movimentos-da-terra-04
Bleach Remix Vol. 25,"R$ 64,90","R$ 48,68",Disponível,Não,https://panini.com.br/bleach-remix-vol-25
Chaos Game 03,"R$ 40,90","R$ 30,68",Disponível,Não,https://panini.com.br/chaos-game-03
Blue Lock Vol. 23,"R$ 39,90","R$ 29,93",Disponível,Não,https://panini.com.br/blue-lock-vol-23
Golden Kamuy Vol. 8,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/golden-kamuy-vol-8-amaeo008r
Golden Kamuy Vol. 6,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/golden-kamuy-vol-6-amaeo006r
Moriarty: O Patriota Vol. 2,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-2-amafa002r2
Golden Kamuy Vol. 9,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/golden-kamuy-vol-9-amaeo009r
Golden Kamuy Vol. 10,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/golden-kamuy-vol-10-amaeo010r
Golden Kamuy Vol. 11,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/golden-kamuy-vol-11-amaeo011r
Noragami Vol. 1,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/noragami-vol-1-amawb001r2
Dragon Ball Super Vol. 10,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-super-vol-10-amaej010r
Rooster Fighter - O Galo Lutador Vol. 2,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/rooster-fighter-o-galo-lutador-vol-2-aroos002r
Dragon Ball Super Vol. 8,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-super-vol-8-amaej008r
Rooster Fighter - O Galo Lutador Vol. 1,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/rooster-fighter-o-galo-lutador-vol-1-aroos001r
Dragon Ball Super Vol. 9,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-super-vol-9-amaej009r
Dragon Ball Super Vol. 7,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-super-vol-7-amaej007r
Slam Dunk Vol. 1,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/slam-dunk-vol-1-amabr001r2
Dragon Ball Super Vol. 6,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/dragon-ball-super-vol-6-amaej006r
Slam Dunk Vol. 2,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/slam-dunk-vol-2-amabr002r2
Mao Vol. 7,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/mao-vol-7-amaoi007r
Food Wars Vol. 9,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/food-wars-vol-9-amaez009r
Mao Vol. 4,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/mao-vol-4-amaoi004r
Food Wars Vol. 7,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/food-wars-vol-7-amaez007r
Mao Vol. 5,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/mao-vol-5-amaoi005r
Food Wars Vol. 10,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/food-wars-vol-10-amaez010r
